FiberLength,WiringCost
0.9268063592875966,1.0
0.297931893575828,0.04492541416024576
0.8580006146150279,0.49828434703594005
0.9678295429157444,0.9480874163782042
0.960529063190974,0.8805571293355045
0.8502618303796488,0.6005048993450007
0.6704816625434838,0.2761682639438592
0.8068841980330369,0.6277028192735988
0.7890009287196926,0.4955354700475992
0.5418038135902002,0.20111799903767813
0.1630673809779081,0.012958883937384695
0.4962489831318718,0.1476404938749087
0.931441309081424,0.7208921185521229
0.7737852142786397,0.5557894323433198
0.9886096189563564,0.7162030489651646
0.7516888439879448,0.38505259652267426
0.6363528797995246,0.2619877380126613
0.7221815860040471,0.3044744826405412
0.4895273176214268,0.17283194918717973
0.4895811707253015,0.16684578168637362
0.6391698781891504,0.23101244407990487
0.6992298042463384,0.27990344800295575
0.456257595001718,0.11390476604063188
0.2584472129926223,0.031246754145120882
0.4742355965797934,0.10401381575886662
0.8529793119076894,0.35450085913959045
0.9341449832156054,0.5168909550835988
0.3603285812501317,0.05203786545074808
0.9347934614082258,0.5437390736842493
1.0000000000000002,0.6384963817055244
0.9039218993621496,0.5294310367637021
0.6502761777935173,0.405951571594679
0.8280361187765497,0.4074583583005193
0.685142125567042,0.34467340555399323
0.737134824445299,0.35840888860664444
0.7818439164570294,0.34957859617418063
0.7472361161461242,0.30864953983713433
0.6922831544340505,0.2759025367666841
0.8881506701260082,0.47559569020141923
0.6360337447081658,0.231077928626447
0.3178361296783367,0.05366217642963844
0.8838971751882293,0.5541380839541946
0.7359327097460368,0.27841100268584174
0.7857539314279722,0.352229302890069
0.9534104544513312,0.599366638977186
0.8577491716104182,0.4711736148106308
0.7852162235568348,0.42043161297075227
0.6687283138663562,0.28827571084010856
0.8423497607905334,0.4744960956406309
0.6729408824995988,0.3040551807180299
0.8332177408795131,0.5673579292604024
0.7602656828674204,0.4544737735436503
0.6558798284571203,0.3479154332108999
0.6892185453117258,0.3910161461310864
0.7868855524104946,0.4792532864103695
0.4402375561816847,0.10041003464468805
0.5250583500703929,0.2736289223078118
0.4944026324468774,0.36157431085758746
0.4273376203597115,0.23892101705776256
0.4074715302467284,0.07776030548517121
0.2959414683565801,0.22865233462305137
0.4860279786539639,0.14593917205138057
0.8164532002528226,0.327394683515988
0.346593484617823,0.15086857668578474
0.4220728450397071,0.23616733471544238
0.2248588999835412,0.03214206181597083
0.6284470215578755,0.1943056477217279
0.3264304631418699,0.05105081560747286
0.8052686431732299,0.5196383912996253
0.859924690740889,0.3908095554423194
0.6894007019753515,0.2535916124016073
0.7760800603811112,0.5532359767306613
0.4484486723029237,0.08643356780503147
0.592171732805551,0.1355095483079643
0.622962152156954,0.17295402248726477
0.6141309710727876,0.20366833269431123
0.7557924048471424,0.4536349777242959
0.5088791404434986,0.10355367934403353
0.0932896245008928,0.0024895515639932818
0.0,0.0
0.3567145343131976,0.04460848787551731
0.520998391145815,0.13466772740737332
0.4603578385357733,0.09176151342601871
0.4647658948640718,0.1076625256709019
0.6244319532306953,0.23571492516931564
0.5671758771702597,0.1853342177495182
0.7956060873345747,0.44189554154845734
0.5655447539856053,0.4143728382904236
0.7044263842652462,0.5319903370093544
0.6732161291212493,0.6106296719859451
0.656894012753341,0.42450381732875747
0.28969774081221,0.1258035033146384
0.359909165086318,0.29368616816517173
0.4010699796692272,0.17601141269148493
0.3011824095623048,0.07198423468244208
0.4477028035632361,0.12307492188461167
0.5237729856905238,0.13438366437900673
0.471561264602899,0.10574985296899031
0.3806082307391557,0.06905776336806893
0.3568670031901598,0.08725730234548833
0.1320385266756011,0.014006995796064643
0.0857741053672387,0.005800619390120594
0.3842867229604304,0.10117670190503944
0.1936341098652294,0.019641169879764657
0.271633324177399,0.04804322870049996
0.5054293266581938,0.35433874246092956
0.5019756908616823,0.1509895867608058
0.2786919833676179,0.025949521618480804
